school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma in Business Administration co-op,"The Diploma in Business Administration is a one-year co-op program for students who want a successful career in business management. Graduates can seek roles in a variety of different fields, including marketing, finance, human resources and management.",4 sem ,45,6,,,6,6,6,6,"7,8,9,10",3,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma in Business Management co-op,"This course is ideal for those want to pursue an international business career. This qualification will prepare students for roles in a range of fields, including marketing, finance, human resources and management",4 sem ,45,6,,,6,6,6,6,"7,8,9,10",3,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma in Business Management,"This program is for those who wish to experience a successful career within business management. Upon completion, you can enter a variety of areas such as: marketing, human resources, finance or management.",4 sem ,45,6,,,6,6,6,6,"7,8,9,10",3,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma in Hospitality and Tourism Management co-op,"Develop professional hotel competencies such as effective communication skills, good customer service skills, leadership, and team work, ensuring that you are providing a high quality product or service to your customers",4 sem ,45,6,,,6,6,6,6,"6,7,8,9,10",3,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma in Fundamentals of Hospitality and Tourism Co-op,This two-year Diploma in Fundamentals of Hospitality and Tourism Co-op Program will provide you with the skills to aim for an entry level qualification in the field of hospitality and tourism management.,4 sem ,45,6,,,6,6,6,6,"6,7,8,9,10",2,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Advanced Diploma in Hospitality and Tourism Management co-op,"Develop professional hospitality management competencies and learn the principles behind important management concepts, such as operational strategies, performance and control systems, and effective marketing approaches",4 sem ,45,6,,,6,6,6,6,"6,7,8,9,10",2,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Advanced Diploma in Hospitality and Tourism Management,This two year program will give you the skills necessary to enter the hospitality sector in a management position. You will be taught contemporary knowledge so you’re ready to enter the sector straightaway.,4 sem ,45,6,,,6,6,6,6,"6,7,8,9,10",2,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Toronto School of Management,"Welcome to Toronto School of Management (TSoM), an innovative postsecondary college offering a broad range of career-focused programs in business, hospitality & tourism, big data and accounting. We provide current, relevant programs that focus on applied learning to support the success of our students and communities.","22 College St, Toronto, ON M5G 1K2, Canada",Canada,"1,4",3500,1000,yes,no,yes,yes,yes,,1992,Diploma In Data Analytics Co-op,The Diploma in Data Analytics Co-op Program is a one-year program that aims to develop the requisite skills to analyze data and to communicate it effectively. Our data analytics program integrates classroom learning with supervised practical work experience that is directly related to your academic and career goals.,4 sem ,45,6,,,6,6,6,6,"1,2,5",24,1000,150,5750,11000,CAD,7 days,"1,4,7,9",,2 year,"2,1",Overall 6 Not less then 5.5 is also accepteble  in 3 module and minimum 45% is acceptable in academics 1  module ,,5.5,3,,1,,,,,,,,,
Trinity western university,"Trinity Western University is a private Christian liberal arts university in Langley, British Columbia, Canada. It is a member of Universities Canada. Founded in 1962, it enrolls approximately 4,000 students and sits on a suburban-rural 157-acre campus near the historic village of Fort Langley, British Columbia","7600 Glover Rd, Langley, BC V2Y 1Y1, Canada",Canada,"2,4",4000,1000,yes,yes,yes,yes,yes,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity western university,"Trinity Western University is a private Christian liberal arts university in Langley, British Columbia, Canada. It is a member of Universities Canada. Founded in 1962, it enrolls approximately 4,000 students and sits on a suburban-rural 157-acre campus near the historic village of Fort Langley, British Columbia","7600 Glover Rd, Langley, BC V2Y 1Y1, Canada",Canada,"2,4",4000,1000,yes,yes,yes,yes,yes,2,1962,MS in leadreship business,The MA in Leadership degrees are offered with two foundational curriculum themes – Transformational Servant Leadership and Values Based Leadership. Our degree program is designed to develop emerging leaders using the Competency Model to become confident and effective servant leaders for the 21st Century.,4 sem ,60,6,,,6,6,6,6,"7,8,9,10",3,2075,150,6000,11000,CAD,7 days,"1,5,9",,2 year,2,If the student is having6.5 or 6 band or overall 6 and 5.5 in 3 module then the student have to study pre masters progrsame fee will be 11000 for 2 terms,,5.5,3,,2,,,,,,,,,
Trinity western university,"Trinity Western University is a private Christian liberal arts university in Langley, British Columbia, Canada. It is a member of Universities Canada. Founded in 1962, it enrolls approximately 4,000 students and sits on a suburban-rural 157-acre campus near the historic village of Fort Langley, British Columbia","7600 Glover Rd, Langley, BC V2Y 1Y1, Canada",Canada,"2,4",4000,1000,yes,yes,yes,yes,yes,2,1962,MS in health studies,"The program begins with an on-campus residency that fosters a supportive relationship among faculty and students. Working closely with faculty, graduate students select relevant courses to support career goals. The second residency in Ottawa extends and reinforces the community.",4 sem ,60,6,,,6,6,6,6,16,23,2075,150,6000,11000,CAD,7 days,"1,5,9",,2 year,2,If the student is having6.5 or 6 band or overall 6 and 5.5 in 3 module then the student have to study pre masters progrsame fee will be 11000 for 2 terms,,5.5,3,,2,,,,,,,,,
